date,station_id,tmin,tmax,tmean,humidite,ETo,solar_radiation,wind_speed,soil_temp,soil_moisture,VPD,Ra
2020-01-01,2,5.993428306022466,12.74353078322825,7.459877822575936,62.001459582355814,2.683194705927219,14.90246869631377,2.0130925745928994,11.104249169459687,38.261660264172775,0.3928815956506374,15.810526234690006
2020-01-02,2,4.981671739995151,16.301790654374237,10.875145441330524,61.13520233341401,1.699985072280918,13.367209107384893,2.035643630274731,8.731817842791935,35.613082420268384,0.5059649399116734,15.86553303969309
2020-01-03,2,6.811701250542571,19.709783570524348,8.938468368409147,50.89660662965649,2.4809703198675708,20.1702853448665,2.3194784071063728,10.82020263590287,48.42878462867329,0.5613975896547402,15.924932876519556
2020-01-04,2,8.820354721164858,10.40687593552784,9.626778723349952,57.92545161809409,2.577015559234158,16.985253677899323,1.6457559492354545,10.169097110962033,50.0,0.5038794239185769,15.98871001409538
2020-01-05,2,5.563729652588126,16.72112677348865,9.573291212408355,44.50916450939987,1.8368611643996329,16.069527429247785,1.78247369988207,12.845995694838312,40.69962909318563,0.662165839389307,16.056847325996554
2020-01-06,2,5.821198067163335,16.23889758804901,9.371914114106863,72.7718450912319,2.6740891711255608,19.549705028152577,1.260998872347908,11.146928794479486,36.18485557787655,0.3205369663149973,16.129326268334278
2020-01-07,2,9.704951092726306,19.07605417830009,16.053822511364032,55.75947372370413,2.2196601693335603,20.74566516772191,0.8543535965579674,11.63487614756029,47.32715418152402,0.8071892192573797,16.206126857024575
2020-01-08,2,8.337990131796108,18.043750782700123,14.76631890971548,53.563409224893825,1.445143589928332,17.113462053359285,1.4457514546016084,13.015031058199915,32.69279413486814,0.7800690951584079,16.28722764459739
2020-01-09,2,6.120232809829068,15.489667447048838,16.243113516270657,73.99866828809684,3.1329860512169487,18.44037041513482,1.2148370928734917,16.547619490451872,38.22498611548708,0.480170432133354,16.3726056967056
2020-01-10,2,8.399752397136147,17.12901460628577,10.254614322513794,45.34435452207382,2.229712801149005,16.11017077727974,2.1683561477103055,14.40014381200989,36.386125703170315,0.6826881990072868,16.462236568497605
2020-01-11,2,6.642561777097239,16.037785313219086,13.140137522997643,46.16916531062869,2.2579258453568833,18.13147738209353,1.7409329716665713,12.7347712383879,34.032486101232664,0.8136833185299422,16.556094281020098
2020-01-12,2,6.891941140508149,21.992555612660677,10.706952171848583,46.12181281291686,2.5513739053546156,18.366409089345144,1.7308814349626054,13.206250048565728,38.389101084848605,0.693606818970906,16.654151297819794
2020-01-13,2,8.560492041161357,19.166024943388212,12.197938993306709,56.06514592423485,2.956536362138171,19.47174406461569,1.507793476912394,12.437057577117658,35.42303788382991,0.624303469672199,16.75637850191353
2020-01-14,2,4.502262205746887,25.14200231734233,12.047372510739747,60.72098458186473,2.859050846605611,20.103951217357327,0.3837172837437832,11.872674314031423,39.75747769542563,0.5526365407069913,16.862745173296517
2020-01-15,2,5.130255825063187,19.59147287867514,16.65594141798725,63.46329688530681,3.228724526377386,20.893112217775123,2.7541553743737754,12.951935447968507,39.776044097847844,0.6926924090276756,16.973218967157695
2020-01-16,2,7.705724368260859,17.98184560159235,13.676223308329753,81.44953486615377,2.3516684972004187,20.58235121492366,1.4998647386116057,12.796708089551293,36.47511433182602,0.2903749285444537,17.08776589296955
2020-01-17,2,7.053710122342736,15.898019972843628,16.89602642423488,32.89956205338012,2.7166394449210545,18.01767789742378,1.7937899650750464,15.930025445671564,37.66649996239161,1.291682364832655,17.20635029461732
2020-01-18,2,9.955731158399683,15.360229628844344,16.256684354587694,61.14691228162547,3.0959311953616693,18.89271444613001,1.2725539173553448,12.761811643232381,38.29781338894368,0.7181266958647876,17.328934831729327
2020-01-19,2,7.757770218801914,16.346016664109314,19.943398935694635,49.15538441971754,4.168628544954509,20.005609254198436,2.485965171720317,17.850081941917004,43.42999756040658,1.184730906299817,17.455480462366314
2020-01-20,2,6.9944375227148825,22.226773186881736,12.66333063333693,48.53123500712794,3.228172377562579,20.86091205000083,2.071714468518662,16.965677016007852,38.56306794413575,0.7540703876301099,17.585946427222822
2020-01-21,2,12.994141031754808,23.276633061572067,18.42511722247058,47.868022331991426,3.8927027302072688,23.85200657282649,1.5868173573670656,15.778892751835263,43.34893240411306,1.10509844147834,17.720290235488555
2020-01-22,2,9.853589231672503,17.32995033743103,18.482213878887958,44.650162473203736,3.433982073097645,19.747644469821605,1.803885194327988,16.013131299928453,42.07048206862959,1.177515747481315,17.858467652511656
2020-01-23,2,10.680924552735943,25.079605800041808,14.523421824532711,70.25707870154392,3.2370688528439078,21.679660761472064,2.839089961062435,15.170754609912334,41.91087367893518,0.49186481922389746,18.00043268939928
2020-01-24,2,7.935454721227193,21.264084969821823,18.763376282209443,61.51072701672436,3.419291412917208,24.61928712130024,1.9635152840593608,17.096446728836845,45.90008881729956,0.8333557597108132,18.14613759468396
2020-01-25,2,9.93355438903923,23.47013882007611,17.698329737156985,52.9976851709784,3.5217421008094516,22.430004835126233,1.909133231192047,19.00148074291872,33.267406434166844,0.9518734999526599,18.295532848176606
2020-01-26,2,11.479749218604484,28.18053393701261,16.84593552580873,65.95599822079072,3.9705972799296365,24.264703351931985,1.5293092569303675,15.685978319897757,36.39783885935534,0.6532673804135609,18.44856715711927
2020-01-27,2,9.189646733411863,26.346029798605223,15.925701895688547,37.00290481388191,4.418408003990002,23.37642776515282,1.0527094247638487,14.290400895519868,47.47556345291109,1.1400430710231833,18.605187454742282
2020-01-28,2,12.474836162797502,23.158994891090714,16.405794577558815,38.50582951037832,3.972757790804803,24.478153349457656,1.9199806632103278,19.02633531930047,37.26375453192393,1.1474531918643032,18.76533890132199
2020-01-29,2,10.751976683705154,21.597428741811154,22.211753932371742,29.720315878662042,4.447739922982281,23.814060330437933,2.162742556162309,18.529086553836066,24.361970911494385,1.882264715415971,18.9289648878262
2020-01-30,2,11.597620102150273,18.119230598327857,18.379207839941262,44.19547891175722,3.432540491648311,25.908807747772478,2.549792232163835,15.898077679086045,37.30601812370297,1.1795502517048542,19.096007042225388
2020-01-31,2,11.203220027940864,22.71805104547228,20.20533213086252,52.49885139687835,3.7677869462328935,21.785398188386672,0.8757517327501723,16.927401610891376,38.87488071041928,1.1249070054340065,19.266405238538383
2020-02-01,2,16.33462052679944,24.540028160559004,17.31994275407672,51.605395625846064,3.6725325083045846,24.446794860264998,1.4374518364884854,16.92919749738549,24.99002919348377,0.9569395309971491,19.440097608671817
2020-02-02,2,12.824239661007386,22.50677356585745,17.600067236453853,51.767964968425005,4.2508847248996275,26.06145750069962,1.709629454721775,17.449000787145856,44.61681012018842,0.9707445022955468,19.61702055710279
2020-02-03,2,10.954655715162694,25.366332529489082,21.579060120420127,35.864595420423676,3.9725414935634915,26.82749392677838,1.9982595757133992,18.49872240806872,34.24627022691939,1.6526740011851682,19.797108778444855
2020-02-04,2,14.931619521720673,26.279261912228698,16.968465557330276,57.71029960582317,4.574627721187576,29.03461150886005,1.9274831542357889,18.858305715288036,39.32155143623353,0.8178237607806675,19.980295277927382
2020-02-05,2,11.05883904442472,25.659467180398117,19.086853199284015,51.78167421915131,3.80130616934825,25.5519857920912,1.9391556571563653,18.33234254681208,36.40897446455924,1.065301044756765,20.1665113948089
2020-02-06,2,14.129731291816526,24.66599772660564,20.23205960758598,56.42573404384697,4.344716580475844,29.574968992797764,2.2040480292849725,18.357277009714757,30.95355588483844,1.0336176413413807,20.35568682873525
2020-02-07,2,10.001560056651899,27.400497755115452,20.630462225493464,29.880592975895958,4.722335703349182,25.57648608589593,1.5483534446104454,19.652784990494215,31.895530098511646,1.7046802869209954,20.54774966904369
2020-02-08,2,11.47078095393003,28.49535935101075,20.290158656982396,51.63946322989141,3.4012560929401996,29.82683022539181,2.467070721116847,20.679489861676267,32.42178501267644,1.1512767091065272,20.742626427004684
2020-02-09,2,14.72442369835126,24.169737736488813,21.677457659907027,36.366642554975265,5.549002647428572,29.075869222214095,2.2167262208497402,19.942201650765057,42.37110250265743,1.6496292721295607,20.94024207098366
2020-02-10,2,16.008417673343484,31.941443157042357,22.50577677721373,43.994286209987926,4.400153261120772,25.881728858539102,1.8400838679359603,23.11968316181562,36.04705688567996,1.527020290249797,21.140520064495842
2020-02-11,2,15.07217997790466,27.67682682384684,22.820292409030834,53.037956987097274,3.581998287301839,28.58666969520327,2.8004539959444577,22.042877966436258,34.01393303774688,1.305096322969827,21.343382407118
2020-02-12,2,14.693222708857695,28.28924123368011,19.606998201904215,48.33567977064244,4.725585422257506,28.130220693781183,2.778208017785883,18.06609679640134,31.785284628906986,1.1789783369093132,21.54874967821233
2020-02-13,2,14.514446891315604,30.61351564642858,21.23445313371895,38.643505937475545,4.714496209318357,29.740041564008912,2.4664476775969044,22.51299705098778,42.27075352061076,1.548053386344435,21.75654108340891
2020-02-14,2,12.348747527620148,29.440703738263842,24.412949150168046,46.95960441766248,4.707263879108421,28.29451216760672,0.49072161471610376,22.890985007973505,43.439336525346874,1.6223368581704565,21.966674503784517
2020-02-15,2,14.052186488985287,31.848576442772675,24.029815098551566,31.323369563292907,5.293428864669921,28.374674089709476,2.789472546358988,21.021321623629618,41.867082804830716,2.052924115985671,22.179066547667958
2020-02-16,2,14.753571792307044,30.094504941240963,19.708271986968928,57.88720576944264,5.220348974840626,31.971321611161194,2.397379261235967,19.107767404183853,38.22734040091026,0.9670725905385045,22.393632604993687
2020-02-17,2,17.968905026876516,27.635568641996933,23.366730470882867,44.081535267297944,5.043514248695572,29.275438977006903,3.0032043188564685,22.318082169852783,37.032904360961226,1.606180447884327,22.610286904117867
2020-02-18,2,16.7184919235967,30.792851034898014,18.913347403120124,57.073827240409706,5.166745908829265,31.361185107663243,2.6187322958667694,22.486672087423266,29.319529313425157,0.9381696696703936,22.828942571004283
2020-02-19,2,12.678501004722861,26.508263131969123,23.165881338810454,40.38114485552033,4.935709126067178,29.488738783842706,2.789171338748643,20.45523301777505,33.98250550859996,1.6918334695988035,23.04951169067974
2020-02-20,2,17.022755065968028,30.491795286900818,27.065885681866796,40.17308903420442,5.920968658534274,33.49944268802629,2.4393274250901893,19.98876031161569,31.60165694647082,2.1412916651514973,23.271905370852554
2020-02-21,2,15.771057842426433,30.288606565745372,21.56897403593094,37.53369191664962,4.338061298356868,29.03162727900777,2.674346599322756,22.904944964120066,25.69978481321273,1.6086713517009432,23.4960338075811
2020-02-22,2,15.350593765449712,29.98156644959789,21.986531302755406,53.70840276629059,5.19100924139105,29.377629958921137,2.99706187036722,22.79887508410154,39.916037794375285,1.222913577384117,23.721806352873365
2020-02-23,2,18.087537429033397,30.433300600818754,25.369608556389316,37.627916170904385,5.196294942621499,33.86794749736735,2.108277369189103,22.611545434220425,30.95229248697614,2.019727891186019,23.949131584093255
2020-02-24,2,19.08241536761205,25.381674627000613,20.938216012637547,50.94827349681095,5.612084555731002,30.13732898170303,1.2138847279609353,23.45631702947638,40.20897853662645,1.2152971052349395,24.177917375043556
2020-02-25,2,19.035646123342815,29.584606456924337,22.936423472858742,40.46247892173281,4.824229297316994,34.43292979247601,1.8462695499924289,21.5906112554845,38.4330929521739,1.6662482630384816,24.408070968591147
2020-02-26,2,15.643713253090937,31.708065769471627,25.568721957955752,24.3167097254315,4.414069912011389,33.21321222523791,2.1949727996917185,23.095460180408814,36.60036866755419,2.479905204531067,24.639499050695296
2020-02-27,2,16.84913464378469,32.10298170330836,23.276914266022832,38.16726039571645,5.403094013512328,31.314113114194488,2.037443792185779,25.19655070944743,36.67100437738078,1.7664612742089207,24.872107825695874
2020-02-28,2,18.2718029473243,28.72934268991169,24.238882124181426,31.8781568274532,5.503088868647215,28.185781168655247,1.3767190169202868,23.59057273508355,30.31726952578411,2.0620277988035323,25.10580309271468
2020-02-29,2,19.698346627157633,35.793465353144654,26.36017052236181,43.81194326234519,6.144068070833936,31.957705222006883,1.1844661874025104,21.10294561238287,42.46785733456309,1.9293156907748286,25.34049032301976
2020-03-01,2,16.923110898446463,29.576754620872556,25.871461436899672,31.37741305488237,4.799874809940668,32.378539272582906,1.6294186656825853,23.653602735241503,33.17657787719425,2.2892376263702623,25.576074738199917
2020-03-02,2,17.640527367616322,35.25749869617215,25.714123000358754,52.3547698600849,6.047172302276748,34.68356256120068,2.4038697779920755,22.60644110338943,34.250594290831316,1.5746989575241792,25.812461388993913
2020-03-03,2,15.925705629151587,33.799417188499916,24.649860281484177,42.002798001473195,6.687274002590532,35.69472845536509,2.7901698854114847,25.42443158037559,29.273245533853437,1.7992516449802511,26.04955523461711
2020-03-04,2,15.86859940098911,30.742668269335862,26.21130365454677,40.96119749141438,5.347387596012215,31.311375840579775,2.4582838068888506,25.66682247579803,27.638264302745547,2.009478116436952,26.28726122242665
2020-03-05,2,20.004771841681624,38.1655596070195,25.362208202842588,49.12479500368939,4.922454276091582,34.441990457167336,2.528713643557068,21.846133639640264,34.453872659155074,1.6467128525809949,26.525484367765102
2020-03-06,2,21.206943101925297,29.411706897775428,26.659151438765825,52.03882526128791,5.395036295422288,34.52342170507156,1.959592213418221,26.811750725252512,32.92616788232081,1.6760815161276197,26.7641298338218
2020-03-07,2,18.461186948878872,35.89773877688272,24.878877673810173,42.037866029713626,5.635057734896234,35.2871016608736,1.1289587711470181,23.194862215087692,27.661019935744537,1.822906183894688,27.0031030113508
2020-03-08,2,20.71898561856405,36.284306717835605,25.632101844484257,34.37121118980892,5.938405890244792,34.27993958797776,1.7723897095586474,28.658540380115376,24.18287150566629,2.1585472118937217,27.24230959808468
2020-03-09,2,19.537841365844788,31.407565127102757,24.137081949937077,24.193187792385025,5.388187785947515,29.534430372409155,1.8706177940638107,25.558959362181554,24.790723945596582,2.280691380097246,27.481655677683705
2020-03-10,2,17.622885744477703,37.728229571776914,26.16196424262347,34.92740982776388,6.487766001390457,33.23998880652841,1.751473756582159,23.27542162376802,36.88452273530253,2.2084061578431795,27.721047798061186
2020-03-11,2,19.730349643360704,32.92660503266165,24.7201497771435,35.47620501233252,5.17808275778767,31.365329426624672,2.027347432687313,23.591260748604366,27.599350404809115,2.01014532111933,27.960393048927084
2020-03-12,2,22.17391400206037,34.66320204667748,24.219388113659182,42.584760086061095,4.889821655681182,33.391909613001765,2.220709879946475,26.673743568586914,28.731163232567347,1.7359133534415838,28.199599138393932
2020-03-13,2,19.112293733187236,34.692893264856515,27.065259075685773,37.93405256786014,6.335740761852229,35.87193622081064,2.4265075941217487,25.29253880646467,37.43588598385631,2.2213483978087085,28.438574468491115
